,id,popularity,title,vote_average,vote_count,year,month,day,director_name,gender,revenue_Mdollars,budget_Mdollars
520,44541,13,Absolute Power,6.4,223,1997,Feb,Friday,Clint Eastwood,Male,50.07,50.0
521,44542,19,G.I. Jane,6.0,395,1997,Aug,Friday,Ridley Scott,Male,48.17,50.0
522,44543,62,The Game,7.5,1506,1997,Sep,Friday,David Fincher,Male,109.42,50.0
523,44547,28,The Negotiator,6.8,582,1998,Jul,Wednesday,F. Gary Gray,Male,44.55,50.0
524,44549,20,Beverly Hills Cop III,5.5,434,1994,May,Tuesday,John Landis,Male,119.21,50.0
525,44550,33,Gremlins 2: The New Batch,6.2,652,1990,Jun,Friday,Joe Dante,Male,41.48,50.0
526,44557,12,The Adventures of Sharkboy and Lavagirl,4.4,269,2005,Jun,Friday,Robert Rodriguez,,69.43,50.0
527,44558,41,The Beach,6.3,1233,2000,Feb,Friday,Danny Boyle,Male,144.06,40.0
528,44559,13,Raising Helen,5.9,189,2004,May,Thursday,Garry Marshall,Male,49.72,50.0
529,44561,9,For Love of the Game,6.3,88,1999,Sep,Friday,Sam Raimi,Male,0.0,50.0
530,44564,13,Hereafter,5.8,510,2010,Oct,Friday,Clint Eastwood,Male,105.2,50.0
531,44566,23,Assassins,6.0,387,1995,Oct,Friday,Richard Donner,Male,30.3,50.0
532,44568,6,The Story of Us,5.9,75,1999,Oct,Wednesday,Rob Reiner,Male,58.9,50.0
533,44569,42,The Host,6.0,1817,2013,Mar,Friday,Andrew Niccol,Male,63.33,44.0
534,44570,19,Basic,6.2,286,2003,Apr,Friday,John McTiernan,,42.79,50.0
535,44571,10,Blood Work,6.1,206,2002,Aug,Sunday,Clint Eastwood,Male,26.2,50.0
536,44572,13,The International,6.0,368,2009,Feb,Tuesday,Tom Tykwer,Male,60.16,50.0
537,44573,21,Escape from L.A.,5.6,373,1996,Aug,Friday,John Carpenter,Male,42.28,50.0
538,44575,25,The Life Aquatic with Steve Zissou,7.1,775,2004,Dec,Friday,Wes Anderson,Male,34.81,50.0
539,44578,6,Man of the House,5.4,120,2005,Feb,Friday,Stephen Herek,Male,0.0,40.0
540,44579,74,Run All Night,6.3,1148,2015,Mar,Wednesday,Jaume Collet-Serra,Male,71.56,50.0
541,44580,35,Eastern Promises,7.2,848,2007,Sep,Friday,David Cronenberg,Male,55.11,51.5
542,44582,21,The Messenger: The Story of Joan of Arc,6.2,367,1999,Oct,Monday,Luc Besson,Male,66.98,60.0
543,44583,21,Your Highness,5.2,501,2011,Apr,Friday,David Gordon Green,Male,26.12,49.9
544,44588,12,Fair Game,6.5,235,2010,May,Thursday,Doug Liman,Male,24.19,22.0
545,44589,18,Domino,6.0,444,2005,Sep,Thursday,Tony Scott,Male,22.94,50.0
546,44592,40,Beautiful Creatures,5.6,984,2013,Feb,Wednesday,Richard LaGravenese,Male,60.05,60.0
547,44594,37,Zoolander 2,4.7,797,2016,Feb,Saturday,Ben Stiller,Male,55.97,50.0
548,44596,2,What Planet Are You From?,5.4,37,2000,Mar,Friday,Mike Nichols,Male,0.0,60.0
549,44598,8,Street Fighter: The Legend of Chun-Li,3.9,112,2009,Feb,Friday,Andrzej Bartkowiak,Male,12.76,50.0
550,44600,2,The Adventures of Ford Fairlane,6.2,71,1990,Jul,Wednesday,Renny Harlin,Male,20.42,49.0
551,44602,25,Traffic,6.9,562,2000,Dec,Wednesday,Steven Soderbergh,Male,207.52,48.0
552,44603,80,Indiana Jones and the Last Crusade,7.6,3152,1989,May,Wednesday,Steven Spielberg,Male,474.17,48.0
553,44604,26,Anna Karenina,6.5,639,2012,Sep,Thursday,Joe Wright,Male,68.93,0.0
554,44606,33,The Bone Collector,6.5,826,1999,Nov,Thursday,Phillip Noyce,Male,151.49,73.0
555,44607,53,Panic Room,6.5,1267,2002,Mar,Friday,David Fincher,Male,196.4,48.0
556,44609,34,Three Kings,6.6,692,1999,Sep,Monday,David O. Russell,Male,108.0,75.0
557,44613,11,Kate & Leopold,6.0,418,2001,Dec,Tuesday,James Mangold,Male,0.0,0.0
558,44614,19,Bedazzled,5.6,512,2000,Oct,Thursday,Harold Ramis,Male,90.38,48.0
559,44615,8,The Cotton Club,6.6,68,1984,Dec,Friday,Francis Ford Coppola,Male,25.93,58.0
560,44616,48,3:10 to Yuma,6.9,1188,2007,Sep,Thursday,James Mangold,Male,70.02,55.0
561,44618,16,Out of Sight,6.5,333,1998,Jun,Friday,Steven Soderbergh,Male,77.75,48.0
562,44619,19,The Cable Guy,5.7,594,1996,Jun,Monday,Ben Stiller,Male,102.83,47.0
563,44622,18,The Thomas Crown Affair,6.6,339,1999,Aug,Friday,John McTiernan,,124.31,48.0
564,44627,6,Mary Reilly,5.7,74,1996,Feb,Friday,Stephen Frears,,12.38,47.0
565,44630,41,Insomnia,6.8,1148,2002,May,Friday,Christopher Nolan,Male,113.71,46.0
566,44633,12,Courage Under Fire,6.2,232,1996,Jul,Thursday,Edward Zwick,Male,100.86,46.0
567,44634,26,Liar Liar,6.4,1424,1997,Mar,Friday,Tom Shadyac,Male,181.0,45.0
568,44637,28,The Flintstones,5.0,543,1994,May,Thursday,Brian Levant,Male,341.63,46.0
569,44639,36,Scary Movie 3,5.8,912,2003,Oct,Friday,David Zucker,Male,220.67,48.0
570,44640,32,Miss Congeniality,6.1,961,2000,Dec,Thursday,Donald Petrie,Male,212.0,45.0
571,44642,30,The Princess Diaries 2: Royal Engagement,6.0,697,2004,Aug,Friday,Garry Marshall,Male,95.15,40.0
572,44644,17,The Client,6.4,278,1994,Jul,Wednesday,Joel Schumacher,Male,117.62,45.0
573,44645,31,The Bucket List,7.0,1111,2007,Dec,Tuesday,Rob Reiner,Male,175.37,45.0
574,44646,19,Patriot Games,6.3,433,1992,Jun,Thursday,Phillip Noyce,Male,178.05,45.0
575,44647,10,Monster-in-Law,5.6,406,2005,May,Friday,Robert Luketic,Male,154.75,43.0
576,44649,52,Training Day,7.3,1634,2001,Oct,Friday,Antoine Fuqua,Male,104.88,45.0
577,44668,44,Blended,6.6,1006,2014,May,Wednesday,Frank Coraci,Male,123.49,40.0
578,44669,6,Last Holiday,6.4,119,2006,Jan,Friday,Wayne Wang,,38.4,45.0
579,44670,12,The River Wild,6.1,210,1994,Sep,Friday,Curtis Hanson,Male,0.0,45.0
580,44671,11,The Indian in the Cupboard,5.9,134,1995,Jul,Friday,Frank Oz,Male,0.0,45.0
581,44672,31,Savages,6.2,766,2012,Jul,Friday,Oliver Stone,Male,82.97,45.0
582,44673,24,Cellular,6.1,537,2004,Sep,Monday,David R. Ellis,Male,56.42,25.0
583,44676,25,Dune,6.5,562,1984,Dec,Friday,David Lynch,Male,30.93,40.0
584,44678,20,Revolutionary Road,6.7,796,2008,Dec,Friday,Sam Mendes,Male,75.23,35.0
585,44679,32,16 Blocks,6.2,661,2006,Mar,Wednesday,Richard Donner,Male,65.66,55.0
586,44682,11,Multiplicity,5.5,154,1996,Jul,Friday,Harold Ramis,Male,0.0,45.0
587,44688,3,Nixon,7.1,71,1995,Dec,Friday,Oliver Stone,Male,13.68,44.0
588,44689,21,The Ghost Writer,6.7,670,2010,Feb,Friday,Roman Polanski,Male,60.22,45.0
589,44691,11,Miracle at St. Anna,6.3,90,2008,Sep,Monday,Spike Lee,Male,9.32,45.0
590,44692,9,Curse of the Golden Flower,6.6,203,2006,Dec,Thursday,Zhang Yimou,Male,0.0,0.0
591,44694,5,Big Trouble,6.3,80,2002,Apr,Friday,Barry Sonnenfeld,Male,8.49,40.0
592,44695,5,Love in the Time of Cholera,6.4,81,2007,Oct,Thursday,Mike Newell,Male,4.61,45.0
593,44701,33,The Bounty Hunter,5.5,858,2010,Mar,Tuesday,Andy Tennant,Male,136.0,40.0
594,44702,16,Sleepers,7.3,715,1996,Oct,Friday,Barry Levinson,Male,165.62,44.0
595,44709,19,Finding Forrester,7.0,302,2000,Dec,Thursday,Gus Van Sant,Male,80.05,43.0
596,44711,25,Unleashed,6.6,518,2005,Feb,Wednesday,Louis Leterrier,Male,50.87,45.0
597,44713,23,The Firm,6.6,501,1993,Jun,Wednesday,Sydney Pollack,Male,270.25,42.0
598,44715,44,The Mechanic,6.3,1045,2011,Jan,Thursday,Simon West,Male,51.07,40.0
599,44723,26,Here Comes the Boom,6.0,593,2012,Oct,Thursday,Frank Coraci,Male,73.1,0.0
600,44727,16,Brüno,5.4,518,2009,Jul,Wednesday,Larry Charles,Male,0.0,42.0
601,44728,28,Licence to Kill,5.9,541,1989,Jul,Friday,John Glen,Male,156.17,32.0
602,44729,45,Red Riding Hood,5.6,922,2011,Mar,Friday,Catherine Hardwicke,Female,89.16,42.0
603,44732,34,Lord of War,7.0,1335,2005,Sep,Friday,Andrew Niccol,Male,24.13,42.0
604,44733,23,Hero,7.2,635,2002,Dec,Thursday,Zhang Yimou,Male,177.39,31.0
605,44737,7,Micmacs,6.8,148,2009,Oct,Wednesday,Jean-Pierre Jeunet,Male,14.0,33.0
606,44738,32,8 Mile,6.8,1626,2002,Nov,Friday,Curtis Hanson,Male,215.0,41.0
607,44740,36,A Knight's Tale,6.6,907,2001,May,Friday,Brian Helgeland,Male,117.49,65.0
608,44742,73,The Sixth Sense,7.7,3147,1999,Aug,Friday,M. Night Shyamalan,Male,672.81,40.0
609,44746,49,American Hustle,6.8,2807,2013,Dec,Thursday,David O. Russell,Male,251.17,40.0
610,44747,36,The Proposal,6.7,1804,2009,Jun,Monday,Anne Fletcher,Female,317.38,40.0
611,44749,43,Back to the Future Part II,7.4,3829,1989,Nov,Monday,Robert Zemeckis,Male,332.0,40.0
612,44750,115,Lucy,6.3,5878,2014,Jul,Monday,Luc Besson,Male,126.55,40.0
613,44752,21,Spy Kids 3-D: Game Over,4.7,511,2003,Jul,Friday,Robert Rodriguez,,197.01,38.0
614,44753,25,A Time to Kill,7.0,509,1996,Jul,Wednesday,Joel Schumacher,Male,152.27,40.0
615,44754,26,Cheaper by the Dozen,6.0,699,2003,Dec,Wednesday,Shawn Levy,Male,190.21,40.0
616,44755,37,Lone Survivor,7.4,1526,2013,Dec,Tuesday,Peter Berg,Male,149.3,40.0
617,44757,68,The Conjuring 2,7.0,1949,2016,May,Friday,James Wan,Male,320.17,40.0
618,44758,69,The Social Network,7.1,3391,2010,Sep,Thursday,David Fincher,Male,224.92,40.0
619,44760,32,Scary Movie 4,5.3,750,2006,Apr,Thursday,David Zucker,Male,178.26,45.0
620,44761,24,Scream 3,5.7,736,2000,Feb,Thursday,Wes Craven,Male,161.83,40.0
621,44762,45,Back to the Future Part III,7.1,2900,1990,May,Friday,Robert Zemeckis,Male,244.53,40.0
622,44764,45,Dracula,7.1,1056,1992,Nov,Friday,Francis Ford Coppola,Male,215.86,40.0
623,44766,31,42,6.8,787,2013,Apr,Friday,Brian Helgeland,Male,95.02,40.0
624,44768,67,Dumb and Dumber To,5.4,1127,2014,Nov,Wednesday,Bobby Farrelly,Male,169.84,40.0
625,44770,53,The Intern,7.1,1881,2015,Sep,Thursday,Nancy Meyers,Female,194.56,35.0
626,44771,25,Ride Along 2,6.1,555,2016,Jan,Thursday,Tim Story,Male,124.83,40.0
627,44772,37,The Last of the Mohicans,7.1,732,1992,Sep,Friday,Michael Mann,Male,75.51,40.0
628,44773,21,Ray,7.2,467,2004,Oct,Friday,Taylor Hackford,,124.73,40.0
629,44774,66,Sin City,7.2,2691,2005,Apr,Friday,Robert Rodriguez,,158.73,40.0
630,44777,29,Shallow Hal,5.7,731,2001,Nov,Thursday,Bobby Farrelly,Male,141.07,40.0
631,44778,26,JFK,7.5,502,1991,Dec,Friday,Oliver Stone,Male,205.41,40.0
632,44779,17,Big Momma's House 2,5.4,371,2006,Jan,Thursday,John Whitesell,Male,138.26,40.0
633,44780,21,The Mexican,5.8,441,2001,Mar,Thursday,Gore Verbinski,Male,147.85,57.0
634,44783,32,The Final Destination,5.4,831,2009,Aug,Wednesday,David R. Ellis,Male,186.17,40.0
635,44784,48,Bridge of Spies,7.2,2583,2015,Oct,Thursday,Steven Spielberg,Male,165.48,40.0
636,44786,17,Get Him to the Greek,5.9,612,2010,Jun,Friday,Nicholas Stoller,Male,90.03,40.0
637,44787,14,Shall We Dance?,5.9,297,2004,Oct,Friday,Peter Chelsom,Male,170.13,50.0
638,44788,23,Small Soldiers,6.2,511,1998,Jul,Friday,Joe Dante,Male,54.68,40.0
639,44790,26,The Count of Monte Cristo,7.3,453,2002,Jan,Wednesday,Kevin Reynolds,,75.4,35.0
640,44792,38,Unknown,6.5,1265,2011,Feb,Wednesday,Jaume Collet-Serra,Male,130.79,30.0
641,44793,74,The Prestige,8.0,4391,2006,Oct,Thursday,Christopher Nolan,Male,109.68,40.0
642,44797,23,The Living Daylights,6.2,440,1987,Jun,Monday,John Glen,Male,191.19,40.0
643,44799,7,Legal Eagles,5.8,51,1986,Jun,Wednesday,Ivan Reitman,Male,0.0,0.0
644,44800,32,Secret Window,6.4,972,2004,Mar,Friday,David Koepp,Male,92.91,40.0
645,44805,14,Jersey Boys,6.8,255,2014,Jun,Thursday,Clint Eastwood,Male,67.35,40.0
646,44806,12,The Rainmaker,6.7,235,1997,Nov,Tuesday,Francis Ford Coppola,Male,45.92,40.0
647,44808,3,Amistad,6.8,316,1997,Dec,Wednesday,Steven Spielberg,Male,74.0,36.0
648,44809,7,Medicine Man,5.8,114,1992,Feb,Friday,John McTiernan,,0.0,40.0
649,44811,14,Ri¢hie Ri¢h,5.4,415,1994,Dec,Monday,Donald Petrie,Male,0.0,40.0
650,44815,15,The Guilt Trip,5.4,284,2012,Dec,Wednesday,Anne Fletcher,Female,41.86,40.0
651,44816,35,Scream 4,6.1,902,2011,Apr,Monday,Wes Craven,Male,97.14,40.0
652,44817,25,8MM,6.1,474,1999,Feb,Friday,Joel Schumacher,Male,96.62,40.0
653,44818,10,The Doors,6.7,275,1991,Mar,Friday,Oliver Stone,Male,34.42,38.0
654,44824,9,Fever Pitch,5.9,182,2005,Apr,Wednesday,Bobby Farrelly,Male,50.45,30.0
655,44828,31,Extremely Loud & Incredibly Close,6.9,708,2011,Dec,Saturday,Stephen Daldry,Male,55.25,40.0
656,44832,10,Rent,6.7,155,2005,Nov,Wednesday,Chris Columbus,Male,31.67,40.0
657,44833,3,Bless the Child,4.9,71,2000,Aug,Friday,Chuck Russell,Male,0.0,40.0
658,44836,3,The Musketeer,5.2,56,2001,Sep,Friday,Peter Hyams,Male,27.05,40.0
659,44839,13,The Reaping,5.4,205,2007,Apr,Thursday,Stephen Hopkins,Male,62.77,40.0
660,44848,14,Showgirls,4.9,256,1995,Sep,Friday,Paul Verhoeven,Male,20.35,45.0
661,44854,41,Fantastic Mr. Fox,7.5,1176,2009,Oct,Friday,Wes Anderson,Male,46.47,40.0
662,44855,8,Life or Something Like It,5.7,124,2002,Apr,Friday,Stephen Herek,Male,16.87,40.0
663,44856,7,Memoirs of an Invisible Man,5.7,125,1992,Feb,Friday,John Carpenter,Male,14.36,40.0
664,44857,73,Amélie,7.8,3310,2001,Apr,Wednesday,Jean-Pierre Jeunet,Male,173.92,10.0
665,44863,16,Cirque du Freak: The Vampire's Assistant,5.5,348,2009,Oct,Friday,Paul Weitz,Male,28.17,40.0
666,44865,5,Soul Men,6.3,47,2008,Nov,Friday,Malcolm D. Lee,Male,0.0,0.0
667,44869,9,Impostor,6.1,135,2001,Dec,Monday,Gary Fleder,Male,0.0,40.0
668,44872,51,Sunshine,7.0,1182,2007,Apr,Thursday,Danny Boyle,Male,32.02,50.0
669,44873,13,A Thousand Words,6.0,373,2012,Mar,Wednesday,Brian Robbins,Male,22.04,40.0
670,44880,14,The Hudsucker Proxy,7.1,275,1994,Mar,Friday,Joel Coen,,0.0,30.0
671,44886,44,The Crow,7.3,953,1994,May,Wednesday,Alex Proyas,Male,94.0,15.0
672,44888,37,The Time Traveler's Wife,6.7,798,2009,Aug,Friday,Robert Schwentke,Male,101.23,39.0
673,44890,27,Frankenweenie,6.6,932,2012,Oct,Thursday,Tim Burton,Male,35.29,39.0
674,44894,21,Grudge Match,6.0,433,2013,Dec,Wednesday,Peter Segal,Male,44.91,40.0
675,44895,14,Red Cliff,7.1,205,2008,Jul,Thursday,John Woo,Male,127.81,80.34
676,44896,18,Sweet Home Alabama,6.0,394,2002,Sep,Thursday,Andy Tennant,Male,180.62,30.0
677,44897,22,The Ugly Truth,6.4,972,2009,Jul,Friday,Robert Luketic,Male,205.3,38.0
678,44899,24,Spy Kids 2: The Island of Lost Dreams,5.3,521,2002,Aug,Wednesday,Robert Rodriguez,,119.72,38.0
679,44902,16,Water for Elephants,6.7,850,2011,Mar,Tuesday,Francis Lawrence,Male,114.16,38.0
680,44905,11,Enough,6.2,264,2002,May,Friday,Michael Apted,Male,51.8,38.0
681,44907,41,Paul Blart: Mall Cop 2,5.0,567,2015,Apr,Thursday,Andy Fickman,Male,107.6,38.0
682,44910,30,The Ninth Gate,6.3,756,1999,Aug,Tuesday,Roman Polanski,Male,58.4,38.0
683,44911,3,Extreme Measures,5.7,80,1996,Sep,Friday,Michael Apted,Male,17.38,38.0
684,44912,11,Rock Star,6.0,190,2001,Sep,Tuesday,Stephen Herek,Male,16.99,57.0
685,44914,10,White Squall,6.3,86,1996,Feb,Friday,Ridley Scott,Male,10.3,38.0
686,44915,52,The Thing,7.8,1588,1982,Jun,Friday,John Carpenter,Male,19.63,15.0
687,44918,5,Texas Rangers,5.4,19,2001,Nov,Friday,Steve Miner,Male,0.0,0.0
688,44920,25,The Master,7.0,701,2012,Sep,Friday,Paul Thomas Anderson,Male,28.26,32.0
689,44922,3,The Express,7.1,71,2008,Oct,Friday,Gary Fleder,Male,9.79,40.0
690,44926,27,What to Expect When You're Expecting,5.8,594,2012,May,Thursday,Kirk Jones,,79.7,40.0
691,44927,31,Burn After Reading,6.5,1222,2008,Sep,Friday,Joel Coen,,163.72,37.0
692,44929,33,Rush,7.7,2277,2013,Sep,Monday,Ron Howard,Male,90.25,38.0
693,44930,30,Magnolia,7.5,825,1999,Dec,Wednesday,Paul Thomas Anderson,Male,48.45,37.0
694,44931,25,Cop Out,5.3,511,2010,Feb,Friday,Kevin Smith,Male,55.58,30.0
695,44934,127,Twilight,5.8,3561,2008,Nov,Thursday,Catherine Hardwicke,Female,392.62,37.0
696,44936,16,Blue Streak,6.1,352,1999,Sep,Friday,Les Mayfield,,117.76,65.0
697,44944,19,A Man Apart,5.8,258,2003,Apr,Friday,F. Gary Gray,Male,44.35,36.0
698,44945,29,Aloha,5.2,692,2015,May,Wednesday,Cameron Crowe,Male,26.25,37.0
699,44946,8,Ghosts of Mississippi,6.2,40,1996,Dec,Friday,Rob Reiner,Male,0.0,0.0
700,44947,2,Snow Falling on Cedars,6.3,32,1999,Dec,Wednesday,Scott Hicks,Male,0.0,0.0
701,44949,70,Gattaca,7.5,1808,1997,Sep,Sunday,Andrew Niccol,Male,12.53,36.0
702,44953,82,The Hangover,7.2,6173,2009,Jun,Friday,Todd Phillips,Male,459.27,35.0
703,44955,18,Austin Powers: The Spy Who Shagged Me,6.2,1011,1999,Jun,Tuesday,Jay Roach,Male,310.94,33.0
704,44956,44,Batman,7.0,2096,1989,Jun,Friday,Tim Burton,Male,411.35,35.0
705,44958,36,Lethal Weapon 3,6.4,811,1992,May,Friday,Richard Donner,Male,321.73,35.0
706,44960,21,Spy Kids,5.5,867,2001,Mar,Sunday,Robert Rodriguez,,147.93,35.0
707,44962,49,True Grit,7.2,1668,2010,Dec,Wednesday,Joel Coen,,252.28,38.0
708,44966,27,Cape Fear,7.0,675,1991,Nov,Friday,Martin Scorsese,Male,182.3,35.0
709,44967,45,21,6.5,1375,2008,Mar,Thursday,Robert Luketic,Male,69.82,35.0
710,44968,72,Trainwreck,5.9,1181,2015,Jul,Friday,Judd Apatow,Male,140.8,35.0
711,44971,24,L.A. Confidential,7.7,1310,1997,Sep,Friday,Curtis Hanson,Male,126.22,35.0
712,44973,11,In & Out,6.3,177,1997,Sep,Wednesday,Frank Oz,Male,0.0,35.0
713,44974,23,Species,5.5,453,1995,Jul,Friday,Roger Donaldson,Male,113.37,35.0
714,44975,38,A Nightmare on Elm Street,7.2,1180,1984,Nov,Wednesday,Wes Craven,Male,25.5,1.8
715,44982,50,Neighbors 2: Sorority Rising,5.6,1462,2016,May,Wednesday,Nicholas Stoller,Male,108.76,35.0
716,44984,19,Malcolm X,7.2,370,1992,Nov,Wednesday,Spike Lee,Male,48.17,34.0
717,44985,38,This Is 40,5.6,896,2012,Dec,Thursday,Judd Apatow,Male,88.06,35.0
718,44989,6,The Benchwarmers,5.2,242,2006,Apr,Friday,Dennis Dugan,Male,0.0,0.0
719,44991,40,Donnie Brasco,7.4,1147,1997,Feb,Thursday,Mike Newell,Male,41.95,35.0
720,44992,40,Resident Evil,6.4,2065,2002,Mar,Friday,Paul W.S. Anderson,Male,102.98,33.0
721,44994,23,The Ladykillers,6.0,415,2004,Mar,Thursday,Joel Coen,,0.0,0.0
722,44996,60,In Time,6.7,3417,2011,Oct,Thursday,Andrew Niccol,Male,173.93,40.0
723,45002,50,The Pianist,8.0,1864,2002,Sep,Tuesday,Roman Polanski,Male,120.07,35.0
724,45003,3,The Nativity Story,6.4,35,2006,Dec,Friday,Catherine Hardwicke,Female,0.0,35.0
725,45004,17,House of Wax,5.5,677,2005,Apr,Saturday,Jaume Collet-Serra,Male,68.77,40.0
726,45005,22,Closer,6.7,811,2004,Dec,Wednesday,Mike Nichols,Male,115.51,27.0
727,45006,28,J. Edgar,6.0,741,2011,Nov,Wednesday,Clint Eastwood,Male,84.61,35.0
728,45009,27,Predator 2,5.9,730,1990,Nov,Tuesday,Stephen Hopkins,Male,57.12,35.0
729,45013,14,Jersey Girl,5.8,325,2004,Mar,Thursday,Kevin Smith,Male,36.1,35.0
730,45014,14,Alex Cross,5.1,300,2012,Oct,Thursday,Rob Cohen,Male,30.35,45.0
731,45015,5,Midnight in the Garden of Good and Evil,6.3,157,1997,Nov,Friday,Clint Eastwood,Male,25.11,35.0
732,45022,19,Abduction,5.6,961,2011,Sep,Thursday,John Singleton,Male,82.09,35.0
733,45024,9,Wonder Boys,6.9,161,2000,Feb,Tuesday,Curtis Hanson,Male,0.0,35.0
734,45027,11,Cursed,5.1,167,2005,Feb,Friday,Wes Craven,Male,19.29,35.0
735,45028,17,Premium Rush,6.2,832,2012,Aug,Friday,David Koepp,Male,31.08,35.0
736,45029,18,Hot Pursuit,5.4,647,2015,May,Friday,Anne Fletcher,Female,51.68,35.0
737,45031,28,Parker,5.7,1455,2013,Jan,Wednesday,Taylor Hackford,,46.22,35.0
738,45036,9,Lions for Lambs,6.0,216,2007,Oct,Monday,Robert Redford,Male,63.22,35.0
739,45039,11,The Shipping News,6.4,108,2001,Dec,Tuesday,Lasse Hallström,Male,0.0,0.0
740,45040,6,American Outlaws,5.7,55,2001,Aug,Friday,Les Mayfield,,13.68,35.0
741,45045,27,Sabotage,5.5,555,2014,Mar,Friday,David Ayer,,17.51,35.0
742,45046,3,The Order,4.8,91,2003,Sep,Friday,Brian Helgeland,Male,11.56,35.0
743,45049,37,The Walk,6.9,1121,2015,Sep,Wednesday,Robert Zemeckis,Male,61.18,35.0
744,45051,16,A Good Year,6.5,357,2006,Sep,Saturday,Ridley Scott,Male,42.06,35.0
745,45052,3,Radio Flyer,6.6,53,1992,Feb,Friday,Richard Donner,Male,4.65,35.0
746,45053,9,Bound by Honor,7.7,115,1993,Feb,Friday,Taylor Hackford,,0.0,35.0
747,45055,9,Femme Fatale,6.2,142,2002,Nov,Wednesday,Brian De Palma,Male,16.84,35.0
748,45058,5,Ride with the Devil,6.6,49,1999,Nov,Wednesday,Ang Lee,Male,0.64,38.0
749,45059,13,Biutiful,7.0,291,2010,Oct,Wednesday,Alejandro González Iñárritu,Male,25.15,0.0
750,45064,9,The Age of Innocence,7.0,169,1993,Sep,Friday,Martin Scorsese,Male,32.26,34.0
751,45065,24,The Fountain,6.8,827,2006,Sep,Wednesday,Darren Aronofsky,Male,15.3,35.0
752,45067,16,Stolen,5.1,344,2012,May,Thursday,Simon West,Male,2.11,35.0
753,45075,40,A Few Good Men,7.1,877,1992,Dec,Friday,Rob Reiner,Male,243.24,40.0
754,45076,12,Exit Wounds,5.3,110,2001,Mar,Tuesday,Andrzej Bartkowiak,Male,79.96,50.0
755,45077,24,Big Momma's House,5.6,506,2000,May,Wednesday,Raja Gosnell,Male,173.96,30.0
756,45081,19,Snakes on a Plane,5.1,497,2006,Aug,Sunday,David R. Ellis,Male,62.02,33.0
757,45086,9,Pushing Tin,5.7,116,1999,Apr,Friday,Mike Newell,Male,0.0,33.0
758,45089,33,The Reader,7.2,813,2008,Dec,Wednesday,Stephen Daldry,Male,113.02,32.0
759,45091,16,Elf,6.4,987,2003,Oct,Thursday,Jon Favreau,Male,173.4,32.0
760,45092,15,Phenomenon,6.2,323,1996,Jul,Friday,Jon Turteltaub,Male,152.04,32.0
761,45093,13,Snow Dogs,5.3,185,2002,Jan,Friday,Brian Levant,Male,0.0,33.0
762,45094,21,Scrooged,6.7,390,1988,Nov,Tuesday,Richard Donner,Male,60.33,0.0
763,45102,15,"Big Mommas: Like Father, Like Son",5.3,313,2011,Feb,Wednesday,John Whitesell,Male,83.62,32.0
764,45105,23,The Number 23,6.3,1018,2007,Feb,Friday,Joel Schumacher,Male,77.57,30.0
765,45106,10,The Young and Prodigious T.S. Spivet,6.7,232,2013,Oct,Wednesday,Jean-Pierre Jeunet,Male,9.49,33.0
766,45107,10,1941,5.6,143,1979,Dec,Thursday,Steven Spielberg,Male,31.76,35.0
767,45109,34,A History of Violence,6.9,832,2005,Sep,Friday,David Cronenberg,Male,60.74,32.0
768,45110,47,Transporter 2,6.2,1061,2005,Aug,Tuesday,Louis Leterrier,Male,85.17,32.0
769,45111,16,The Quick and the Dead,6.3,427,1995,Feb,Thursday,Sam Raimi,Male,18.55,32.0
770,45113,15,Bringing Out the Dead,6.6,225,1999,Oct,Friday,Martin Scorsese,Male,0.0,32.0
771,45120,5,The Good German,5.9,86,2006,Dec,Friday,Steven Soderbergh,Male,5.91,32.0
772,45122,49,Apocalypse Now,8.0,2055,1979,Aug,Wednesday,Francis Ford Coppola,Male,89.46,31.5
773,45124,6,Mr. Holland's Opus,6.9,113,1995,Dec,Friday,Stephen Herek,Male,106.27,0.0
774,45126,13,Out of Africa,7.0,279,1985,Dec,Friday,Sydney Pollack,Male,128.5,31.0
775,45127,42,Flight,6.5,2415,2012,Nov,Friday,Robert Zemeckis,Male,161.77,31.0
776,45129,74,The Grand Budapest Hotel,8.0,4519,2014,Feb,Wednesday,Wes Anderson,Male,174.6,30.0
777,45130,7,Hearts in Atlantis,6.4,131,2001,Sep,Friday,Scott Hicks,Male,24.19,31.0
778,45134,15,Get Shorty,6.4,302,1995,Oct,Friday,Barry Sonnenfeld,Male,115.1,30.25
779,45135,32,Chicago,6.9,677,2002,Dec,Thursday,Rob Marshall,Male,306.78,45.0
780,45136,34,Big Daddy,6.1,875,1999,Jun,Friday,Dennis Dugan,Male,234.8,34.2
781,45139,49,Speed,6.8,1783,1994,Jun,Thursday,Jan de Bont,Male,350.45,30.0
782,45143,46,The Hunt for Red October,7.2,957,1990,Mar,Friday,John McTiernan,,199.2,30.0
783,45146,37,The Addams Family,6.7,848,1991,Nov,Friday,Barry Sonnenfeld,Male,191.5,30.0
784,45148,40,The Princess Diaries,6.5,1023,2001,Aug,Friday,Garry Marshall,Male,165.34,37.0
785,45150,79,Se7en,8.1,5765,1995,Sep,Friday,David Fincher,Male,327.31,33.0
786,45153,31,Mystic River,7.6,1422,2003,Oct,Tuesday,Clint Eastwood,Male,156.82,25.0
787,45154,70,Million Dollar Baby,7.7,2439,2004,Dec,Wednesday,Clint Eastwood,Male,216.76,30.0
